place_id,name,description,reviews,rating,featured_image,address,review_keywords,link,coordinates
beach_0001,Pantai Natsepa,"Jalur pasir putih dengan pemandian, banana boat & kayak, serta kafe ""warung"" standar yang menjual salad buah.",2217,4.4,https://lh3.ggpht.com/p/AF1QipMYYpqAHoy1IcbdyUQ80VvN21Ll8NUCnSd5673f=s1024,"Suli, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku","rujak, pemandangan, buah, es kelapa muda, banana boat, pisang goreng, bumbu kacang, gula merah, sukun, angkot",https://www.google.com/maps/place/Pantai+Natsepa/data=!4m7!3m6!1s0x2d6cece6e8bfa427:0x4f23bfbc3a9673f2!8m2!3d-3.6215465!4d128.2921198!16s%2Fg%2F11cjj0hyrf!19sChIJJ6S_6ObsbC0R8nOWOry_I08?authuser=0&hl=id&rclk=1,"-3.6215465, 128.2921198"
beach_0002,Pantai Liang,-,1246,4.5,https://lh3.ggpht.com/p/AF1QipOQRzqn26_fRZauPIHgOgGywAoYuakbsxPmA8CF=s1024,"Jalan Propinsi, Liang, Salahutu, Kabupaten Maluku Tengah, Maluku","tempat wisata, pemandangan, rujak, banana boat, ferry, fasilitas, penjual, gradien warna, sukun, dermaga",https://www.google.com/maps/place/Pantai+Liang/data=!4m7!3m6!1s0x2d6c8b4d049b04b7:0x34b7df42fb67f814!8m2!3d-3.5049264!4d128.3428253!16s%2Fg%2F11hb2pqnn9!19sChIJtwSbBE2LbC0RFPhn-0LftzQ?authuser=0&hl=id&rclk=1,"-3.5049264, 128.3428253"
beach_0003,Lubang Buaya Morela,Siap,1196,4.6,https://lh3.ggpht.com/p/AF1QipPm_VtfVXGcIYFTCB-dh8JPFsfiJnWpFOd11ZR0=s1024,"Morela, Kec. Leihitu, Kabupaten Maluku Tengah, Maluku 97581","snorkling, ikan, pemandangan, terumbu, pelampung, karang, surga, indomie, air tawar, gorengan",https://www.google.com/maps/place/Lubang+Buaya+Morela/data=!4m7!3m6!1s0x2d6cf6ae7693ae9f:0x201c7423df81cfcc!8m2!3d-3.5183437!4d128.2236557!16s%2Fg%2F11c45sxdpv!19sChIJn66Tdq72bC0RzM-B3yN0HCA?authuser=0&hl=id&rclk=1,"-3.5183437, 128.2236557"
beach_0004,Pantai Ngurbloat Desa Ngilngof - Kei Islands,"Hamparan pasir putih panjang berlatar pohon kelapa, populer untuk melihat sunset dan bermain voli.",1070,4.7,https://lh3.ggpht.com/p/AF1QipNsrLGl1G85bTvrLW_7iW8n-JoS5R2AaLpDUvpF=s1024,"Ngurbloat, Kabupaten Maluku Tenggara, Maluku","pasir, sunset, panjang, tepung, pemandangan, surga, cottage, voli, masyarakat, pisang",https://www.google.com/maps/place/Pantai+Ngurbloat+Desa+Ngilngof+-+Kei+Islands/data=!4m7!3m6!1s0x2d30042fc9123f8f:0xd3a4a88054e326f!8m2!3d-5.6624981!4d132.6362396!16s%2Fg%2F11b86hyzjt!19sChIJjz8SyS8EMC0RbzJOBYhKOg0?authuser=0&hl=id&rclk=1,"-5.6624981, 132.63623959999998"
beach_0005,Pantai Pintu Kota Ambon,Tempat berenang tertutup di samping pantai berbatu dengan formasi batu kapur pesisir indah yang mirip gerbang.,1021,4.4,https://lh3.ggpht.com/p/AF1QipO5v7I-TAjeg39YGlRPgSTD5dBk8aCsZ3SAn7HX=s1024,"65H2+QXM, Nusaniwe, Kec. Nusaniwe, Kota Ambon, Maluku","pemandangan, ombak, berenang, tebing, kelapa, destinasi wisata, batu karang, rujak, pisang goreng, sukun",https://www.google.com/maps/place/Pantai+Pintu+Kota+Ambon/data=!4m7!3m6!1s0x2d6cc335f61cc1e9:0x456317295a6201a6!8m2!3d-3.7705365!4d128.1524331!16s%2Fg%2F11b7vd74_p!19sChIJ6cEc9jXDbC0RpgFiWikXY0U?authuser=0&hl=id&rclk=1,"-3.7705365, 128.1524331"
beach_0006,Pantai Kota Jawa,-,660,4.4,https://lh3.ggpht.com/p/AF1QipN5SNMOuiDZAZORPrNwnj9wBhMSgF0s0GMNZZle=s1024,"85QH+CJV, Jl. Ir. M. Putuhena, Rumah Tiga, Kec. Tlk. Ambon, Kota Ambon, Maluku","santai, sore, pemandangan, snack, pinggir pantai, harga, duduk, penjual, teluk, magrib",https://www.google.com/maps/place/Pantai+Kota+Jawa/data=!4m7!3m6!1s0x2d6ce97313f9e59b:0x18ccd1e2d47dd569!8m2!3d-3.6613789!4d128.1790623!16s%2Fg%2F11jhxwlfxv!19sChIJm-X5E3PpbC0RadV91OLRzBg?authuser=0&hl=id&rclk=1,"-3.6613789, 128.1790623"
beach_0007,Pantai Ina Marina,-,578,4.3,https://lh3.ggpht.com/p/AF1QipOakn5aQMAL_sokibJeICTxlqpkzGYWMgNi-bfg=s1024,"PX23+97V, Ampera, Kec. Kota Masohi, Kabupaten Maluku Tengah, Maluku 97511","sunset, santai, pemandangan, sejuk, kebersihan, pelabuhan, anak, kopi, bermain, masyarakat",https://www.google.com/maps/place/Pantai+Ina+Marina/data=!4m7!3m6!1s0x2d6b982edabe8d0b:0x64b55143ad1008c3!8m2!3d-3.299009!4d128.953178!16s%2Fg%2F11cn9s9np6!19sChIJC42-2i6Yay0RwwgQrUNRtWQ?authuser=0&hl=id&rclk=1,"-3.299009, 128.953178"
beach_0008,SANTAI BEACH,-,470,4.2,https://lh3.ggpht.com/p/AF1QipN3p49xsXeep_j8Jd8D4-LvBLJrfIm2Qt6YLpHS=s1024,"64CG+R2F, Jl. Amanhuse, Latuhalat, Kec. Nusaniwe, Kota Ambon, Maluku","berenang, orang, anak, ombak, kamar mandi, liburan, parkir, toilet, rujak, namanya",https://www.google.com/maps/place/SANTAI+BEACH/data=!4m7!3m6!1s0x2d6cdc97b7126507:0x6d60002dbafbfe17!8m2!3d-3.7779383!4d128.1250608!16s%2Fg%2F11clsfy3wb!19sChIJB2USt5fcbC0RF_77ui0AYG0?authuser=0&hl=id&rclk=1,"-3.7779382999999997, 128.1250608"
beach_0009,Pantai Hukurila,-,439,4.5,https://lh3.ggpht.com/p/AF1QipNXR4VR0rYoAm9ySFMhWe-4YWcGKAHfvSM4yHYi=s1024,"766R+P8M, Banda Sea, Hukurila, Kota Ambon, Maluku","pantainya, snorkeling, pemandangan, keindahan, foto, desa, terumbu karang, kendaraan, bensin, warung",https://www.google.com/maps/place/Pantai+Hukurila/data=!4m7!3m6!1s0x2d6cc18e44ac7471:0x666d9152d3bbd2a7!8m2!3d-3.7381507!4d128.240791!16s%2Fg%2F11cm0lh9yr!19sChIJcXSsRI7BbC0Rp9K701KRbWY?authuser=0&hl=id&rclk=1,"-3.7381507, 128.240791"
beach_0010,Pantai Merah Putih (PMP),-,416,4.0,https://lh3.ggpht.com/p/AF1QipON7e3brirOV-EEMtnqKw8B9LZqNEegL1SzRaw2=s1024,"P3FW+4CR, Namlea, Kec. Namlea, Kabupaten Buru, Maluku","santai, hiburan, minuman, sunset, pemandangan",https://www.google.com/maps/place/Pantai+Merah+Putih+%28PMP%29/data=!4m7!3m6!1s0x2d726d0f4f460b35:0x20a1e60cefc8b577!8m2!3d-3.2771488!4d127.0960182!16s%2Fg%2F11btxjw2dy!19sChIJNQtGTw9tci0Rd7XI7wzmoSA?authuser=0&hl=id&rclk=1,"-3.2771488, 127.09601819999999"
beach_0011,Pantai Sopapei,-,372,4.3,https://lh3.ggpht.com/p/AF1QipOwHMkBWRy2QunlkOO8X1mblSpaj5vE3FKY40h9=s1024,"bawah, Suli, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku","tempat wisata, rekreasi, ombak, rujak, kebersihannya, kendaraan, orang, kamar, banana boat, lahan",https://www.google.com/maps/place/Pantai+Sopapei/data=!4m7!3m6!1s0x2d6cece77535b459:0xf0bc0c7772f94ebc!8m2!3d-3.6237244!4d128.2997213!16s%2Fg%2F11cs5l89pk!19sChIJWbQ1defsbC0RvE75cncMvPA?authuser=0&hl=id&rclk=1,"-3.6237244, 128.2997213"
beach_0012,Pantai Ora,-,245,4.7,https://lh3.ggpht.com/p/AF1QipPh5OVDU4V2V3I-ajP1GElKSW73qNos9XkUb-0M=s1024,"Jl. Kabupaten, Kec. Seram Utara, Kabupaten Maluku Tengah, Maluku","wisata, pemandangan, surga, terumbu karang, penginapan, perahu, kekayaan, tebing, snorkeling, kehidupan laut",https://www.google.com/maps/place/Pantai+Ora/data=!4m7!3m6!1s0x2d6a3aaaaaaaaaab:0xf8e9bb942190466b!8m2!3d-2.9598946!4d129.1392275!16s%2Fg%2F11bwymkb38!19sChIJq6qqqqo6ai0Ra0aQIZS76fg?authuser=0&hl=id&rclk=1,"-2.9598945999999997, 129.1392275"
beach_0013,Taman Pantai Air Salobar,-,240,4.3,https://lh3.ggpht.com/p/AF1QipNokcHWmghq6VpwGX9kvxmAEVxTT1qZnm6w0yCt=s1024,"Jl. Dr. Malaihollo No.30, kEL NUSANIWE, Kec. Nusaniwe, Kota Ambon, Maluku 97117","rujak, sunset, pemandangan, kelapa, santai, pedagang, jual, duduk, berenang",https://www.google.com/maps/place/Taman+Pantai+Air+Salobar/data=!4m7!3m6!1s0x2d6ce80d14e31fb3:0x83dcab4cbff2124d!8m2!3d-3.7056018!4d128.1568537!16s%2Fg%2F11gg94cdgz!19sChIJsx_jFA3obC0RTRLyv0yr3IM?authuser=0&hl=id&rclk=1,"-3.7056017999999997, 128.1568537"
beach_0014,Pantai Tanjung Kuako,-,200,4.4,https://lh3.ggpht.com/p/AF1QipM0nL9wHhjbFestFLwYm-wfdkm0OQYk7A6gFWMx=s1024,"MW96+5W8, Jl. Pantai Kuako, Soahuku, Kec. Amahai, Kabupaten Maluku Tengah, Maluku","pantainya, pinggir pantai, rujak, batu karang, pemandangan, rekreasi, sunset",https://www.google.com/maps/place/Pantai+Tanjung+Kuako/data=!4m7!3m6!1s0x2d6b9978e5867107:0x64cb7e3bdbe9df25!8m2!3d-3.3320956!4d128.9123129!16s%2Fg%2F11b7hm_75h!19sChIJB3GG5XiZay0RJd_p2zt-y2Q?authuser=0&hl=id&rclk=1,"-3.3320955999999997, 128.9123129"
beach_0015,Pantai Batu Kuda,-,185,4.4,https://lh3.ggpht.com/p/AF1QipPMpBwLUPw-HR6QxIldOB-4vxZoAHM7-9aECXaS=s1024,"C923+FP2, Tulehu, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku","pantainya, pemandangan, karang, orang",https://www.google.com/maps/place/Pantai+Batu+Kuda/data=!4m7!3m6!1s0x2d6c92f488541115:0x6964226ae8ff5fde!8m2!3d-3.5988673!4d128.3542566!16s%2Fg%2F11c6f1_x0v!19sChIJFRFUiPSSbC0R3l__6GoiZGk?authuser=0&hl=id&rclk=1,"-3.5988672999999998, 128.35425659999999"
beach_0016,Pantai Ngurtavur,-,149,4.8,https://lh3.ggpht.com/p/AF1QipPncrd5lDa_wTY5fSEgwBhKwn0BIs7Ps_p3wapf=s1024,"Kabupaten Maluku Tenggara, Maluku","undan, pulau, surga, pemandangan, tahu, snorkling",https://www.google.com/maps/place/Pantai+Ngurtavur/data=!4m7!3m6!1s0x2d2ffed083672df1:0xc099804110eb941a!8m2!3d-5.8038375!4d132.5969867!16s%2Fg%2F11dx8yyn71!19sChIJ8S1ng9D-Ly0RGpTrEEGAmcA?authuser=0&hl=id&rclk=1,"-5.803837499999999, 132.5969867"
beach_0017,Pantai Natsepa Kecil,-,127,4.3,https://lh3.ggpht.com/p/AF1QipNQTcjAIERQhxhH5w6vbD46efGwZq6He1arrB37=s1024,"Suli, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku",rujak,https://www.google.com/maps/place/Pantai+Natsepa+Kecil/data=!4m7!3m6!1s0x2d6cece4468ba103:0x76c887614861842f!8m2!3d-3.6218918!4d128.2886423!16s%2Fg%2F11f15jz8vm!19sChIJA6GLRuTsbC0RL4RhSGGHyHY?authuser=0&hl=id&rclk=1,"-3.6218917999999998, 128.2886423"
beach_0018,HULUWA BEACH WAKASIHU,-,121,4.6,https://lh3.ggpht.com/p/AF1QipOOt8cvGSKKzdNVlDhOGHlsr9SmCKPLSQdLc6vs=s1024,"Bar.,, Wakasihu, Kec. Leihitu Bar., Kabupaten Maluku Tengah, Maluku","tempat wisata, batu karang, kolam renang, ini, foto, pemandangan, orang, sepatu, tempat sampah",https://www.google.com/maps/place/HULUWA+BEACH+WAKASIHU/data=!4m7!3m6!1s0x2d6d20e4f9af4439:0x6e79efd931726ae!8m2!3d-3.7744052!4d127.9435034!16s%2Fg%2F11cncxkm5t!19sChIJOUSv-eQgbS0RriYXk_2e5wY?authuser=0&hl=id&rclk=1,"-3.7744052, 127.9435034"
beach_0019,Gumumae Beach,-,107,4.0,https://lh3.ggpht.com/p/AF1QipOQwQZBQ-OtpwwaxoLOcPm3HsZl9COu6RJx5KrF=s1024,"Jl. Wailola, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku","wisata, sejuk",https://www.google.com/maps/place/Gumumae+Beach/data=!4m7!3m6!1s0x2d41978005a715d9:0x6bbfa41021bd997d!8m2!3d-3.0672653!4d130.4715293!16s%2Fg%2F11f0_fs7cb!19sChIJ2RWnBYCXQS0RfZm9IRCkv2s?authuser=0&hl=id&rclk=1,"-3.0672653, 130.4715293"
beach_0020,Pantai Tial (Pasir Panjang),-,106,4.2,https://lh3.ggpht.com/p/AF1QipMg5VIvzqD1jdJTvaTuqyjxUSifp0KiAoMFbn6h=s1024,"Tial, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku","fasilitas, plastik, kebersihan, kamar, sewa",https://www.google.com/maps/place/Pantai+Tial+%28Pasir+Panjang%29/data=!4m7!3m6!1s0x2d6c9348f6a1e3e1:0xb98d4758434e4fb9!8m2!3d-3.6330788!4d128.3254479!16s%2Fg%2F11gdm5x7kk!19sChIJ4eOh9kiTbC0RuU9OQ1hHjbk?authuser=0&hl=id&rclk=1,"-3.6330788, 128.3254479"
beach_0021,Kairatu Beach,-,105,4.6,https://lh3.ggpht.com/p/AF1QipMK-57iCO9txDouRqaJcVo8JKd9E7PQGNwgM28H=s1024,"Jl. Trans Seram, Kairatu, Kec. Kairatu, Kabupaten Seram Bagian Barat, Maluku","luas, liburan, pohon, pemandangan, pelabuhan, panjang, ekowisata, konsep, healing, tiket",https://www.google.com/maps/place/Kairatu+Beach/data=!4m7!3m6!1s0x2d6c67924ff38923:0x10955e5ff88202c!8m2!3d-3.3549168!4d128.3581276!16s%2Fg%2F11js675fwk!19sChIJI4nzT5JnbC0RLCCI_-VVCQE?authuser=0&hl=id&rclk=1,"-3.3549168, 128.3581276"
beach_0022,Pantai Wainitu,-,102,4.5,https://lh3.ggpht.com/p/AF1QipNIuDxanCxm_sQiVhYFMtMdl2MTIQnY-xNGQbyt=s1024,"75W9+R4P, Kel Wainitu, Kec. Nusaniwe, Kota Ambon, Maluku","sore, kebersihan, pemandangan, laut, keramba, sepeda air, taman, pagi, harga, anak",https://www.google.com/maps/place/Pantai+Wainitu/data=!4m7!3m6!1s0x2d6ce99fe4a0d459:0x2aa9c54413892d3d!8m2!3d-3.7029115!4d128.1678396!16s%2Fg%2F11ny105dzj!19sChIJWdSg5J_pbC0RPS2JE0TFqSo?authuser=0&hl=id&rclk=1,"-3.7029115, 128.1678396"
beach_0023,TANJUNG NUSANIWE,-,84,4.4,https://lh3.ggpht.com/p/AF1QipPA1a-lKRwxXKCACi8LUnrgfKCm9P2yL8OyWGQ=s1024,"634Q+RX7, Unnamed Road, Latuhalat, Kec. Nusaniwe, Kota Ambon, Maluku","sunset, pantai, batu karang, gazebo, snorkeling, pemandangan, selatan, santai",https://www.google.com/maps/place/TANJUNG+NUSANIWE/data=!4m7!3m6!1s0x2d6cdb990a9996df:0xc7a9e3962512fb02!8m2!3d-3.792958!4d128.0899285!16s%2Fg%2F11l8qnyph9!19sChIJ35aZCpnbbC0RAvsSJZbjqcc?authuser=0&hl=id&rclk=1,"-3.7929579999999996, 128.08992849999998"
beach_0024,Pantai Wisata Tapal Kuda,-,83,4.4,https://lh3.ggpht.com/p/AF1QipMLV1MZS1H-1quz7BrVRRclBdWsjamQeAnvf3s=s1024,"75W5+34R, Jl. Dr. Malaihollo, Kel Benteng, Kec. Nusaniwe, Kota Ambon, Maluku","rujak, cafe",https://www.google.com/maps/place/Pantai+Wisata+Tapal+Kuda/data=!4m7!3m6!1s0x2d6ce9da35dda74d:0x69249d9c90d139a4!8m2!3d-3.7047654!4d128.1577619!16s%2Fg%2F11fps9q99s!19sChIJTafdNdrpbC0RpDnRkJydJGk?authuser=0&hl=id&rclk=1,"-3.7047654, 128.1577619"
beach_0025,Pantai Batu Lubang Ambon,-,79,4.3,https://lh3.ggpht.com/p/AF1QipNgKkanNmr7_56ba9sSISM39vLKATU_ayv1okV3=s1024,"74MX+5QV, Amahusu, Kec. Nusaniwe, Kota Ambon, Maluku",kopi,https://www.google.com/maps/place/Pantai+Batu+Lubang+Ambon/data=!4m7!3m6!1s0x2d6ce800bf4fbc53:0x51e3ad9c67da8045!8m2!3d-3.7170081!4d128.1494088!16s%2Fg%2F11f3p7bs2s!19sChIJU7xPvwDobC0RRYDaZ5yt41E?authuser=0&hl=id&rclk=1,"-3.7170080999999997, 128.1494088"
beach_0026,SERI BEACH,-,79,4.2,https://lh3.ggpht.com/p/AF1QipOJVts3JepBPPRex62-g_1YEpGRF7wEBO7An6Go=s1024,"65X4+39J, Unnamed Rd,, Nusaniwe, Kec. Nusaniwe, Kota Ambon, Maluku",pemandangan,https://www.google.com/maps/place/SERI+BEACH/data=!4m7!3m6!1s0x2d6cc2d6358bb4df:0x2e08d67edd6a4604!8m2!3d-3.7522925!4d128.1559011!16s%2Fg%2F11bw8dslp3!19sChIJ37SLNdbCbC0RBEZq3X7WCC4?authuser=0&hl=id&rclk=1,"-3.7522925, 128.1559011"
beach_0027,Pantai Bandara Pattimura,-,78,4.4,https://lh3.ggpht.com/p/AF1QipOIsSCEGmXrsBCN044E3TzmrO9GpLRoBt_C8yru=s1024,"73HH+HH6, Hatu, Kota Ambon, Maluku","landing, sunset, foto, senja, pagi, pemandangan",https://www.google.com/maps/place/Pantai+Bandara+Pattimura/data=!4m7!3m6!1s0x2d6ce75952f2701b:0x23b0c7546e48a061!8m2!3d-3.7210758!4d128.0788862!16s%2Fg%2F11g9nqcqn5!19sChIJG3DyUlnnbC0RYaBIblTHsCM?authuser=0&hl=id&rclk=1,"-3.7210758, 128.0788862"
beach_0028,Wisata Bahari Pantai Jikumerasa,-,73,4.4,https://lh3.ggpht.com/p/AF1QipMFWR_m4lfrAbyOO7cLxm-wT5f6eBm8fJ1LHvL7=s1024,"R2MG+GHM, Laut Banda, Kec. Lilialy, Kabupaten Buru, Maluku","air, rekreasi",https://www.google.com/maps/place/Wisata+Bahari+Pantai+Jikumerasa/data=!4m7!3m6!1s0x2d7216c68b3a0211:0xd839f0e6dcacbcd3!8m2!3d-3.1661664!4d127.0264159!16s%2Fg%2F11btxgy226!19sChIJEQI6i8YWci0R07ys3ObwOdg?authuser=0&hl=id&rclk=1,"-3.1661664, 127.02641589999999"
beach_0029,Pantai Rutong,-,64,4.5,https://lh3.ggpht.com/p/AF1QipM41ozqj5ALP_FQgcAElDlPDBmzgcs5H2UD_iWD=s1024,"77W9+2XP, Rutong, Kec. Leitimur Sel., Kota Ambon, Maluku","pantainya, pemandangan, sagu, kebersihan, luas",https://www.google.com/maps/place/Pantai+Rutong/data=!4m7!3m6!1s0x2d6cea63764c5c9f:0x8b704bf0fb3044f1!8m2!3d-3.7049009!4d128.2699641!16s%2Fg%2F11b8_spp29!19sChIJn1xMdmPqbC0R8UQw-_BLcIs?authuser=0&hl=id&rclk=1,"-3.7049008999999997, 128.26996409999998"
beach_0030,Pantai Hunilai,-,54,4.5,https://lh3.ggpht.com/p/AF1QipNhX0E1fLDrSV6oq2vkPZcEQZikIAzBgfz8OEk=s1024,"Toisapu, Kota Ambon, Maluku",udaranya,https://www.google.com/maps/place/Pantai+Hunilai/data=!4m7!3m6!1s0x2d6ceb64fdebc2bd:0x7c57a0c30b0e3be0!8m2!3d-3.6550708!4d128.2871882!16s%2Fg%2F11c4jqc_cf!19sChIJvcLr_WTrbC0R4DsOC8OgV3w?authuser=0&hl=id&rclk=1,"-3.6550708, 128.2871882"
beach_0031,Pantai Syota,-,49,4.7,https://lh3.ggpht.com/p/AF1QipPjB3Q_OXmfTaQ0-gMuppj7qpKrGXtfVSBll_Nb=s1024,"VQ5X+CJ7, Kaiwatu, Kec. Moa Lakor, Kabupaten Maluku Barat Daya, Maluku","pantainya, toilet",https://www.google.com/maps/place/Pantai+Syota/data=!4m7!3m6!1s0x2d1d7596a8c58d6b:0x2710e78db627d554!8m2!3d-8.1444164!4d127.9399347!16s%2Fg%2F11pc9yzblx!19sChIJa43FqJZ1HS0RVNUnto3nECc?authuser=0&hl=id&rclk=1,"-8.144416399999999, 127.9399347"
beach_0032,Pantai Labuang Lima,-,46,4.4,https://lh3.ggpht.com/p/AF1QipOLSU8Q7UrgQrLT9ObrXteQDS-Ewr8bHrzZo78_=s1024,"87GX+MJX, Jl. Dr. Wem Tehupeiory, Hutumuri, Kec. Leitimur Sel., Kota Ambon, Maluku","pemandangan, parkir, tersembunyi, hati, motor, berenang, orang, perjalanan, alam",https://www.google.com/maps/place/Pantai+Labuang+Lima/data=!4m7!3m6!1s0x2d6ceb0f2972e125:0xa6e8b10ea297f809!8m2!3d-3.6732575!4d128.2991076!16s%2Fg%2F11lgjm300q!19sChIJJeFyKQ_rbC0RCfiXog6x6KY?authuser=0&hl=id&rclk=1,"-3.6732574999999996, 128.29910759999999"
beach_0033,Pante Halong,-,43,4.7,https://lh3.ggpht.com/p/AF1QipOtKBTomVzsc-hMxwwj6Ts2Tw_r4uwz3e2h9wsL=s1024,"86R5+GVW, Jl. Kapten Piere Tendean, Halong, Kec. Baguala, Kota Ambon, Maluku","sore, pantai, pemandangan, parkir",https://www.google.com/maps/place/Pante+Halong/data=!4m7!3m6!1s0x2d6ce9a6315bd86f:0x46e3a57fa6de9675!8m2!3d-3.6586319!4d128.2097103!16s%2Fg%2F11hkvjp4pb!19sChIJb9hbMabpbC0RdZbepn-l40Y?authuser=0&hl=id&rclk=1,"-3.6586319, 128.20971029999998"
beach_0034,Pantai Wailela,"This spot is used as a place for basic Paramotor training, i.e. ground handling and related activities.
Each activity would be considered depends on the weather condition.",42,4.7,https://lh3.ggpht.com/p/AF1QipNBt1viC_hzk39HWMQhBcGn_gJUVxNUe283lgBF=s1024,"85PP+P8X, Rumah Tiga, Kec. Tlk. Ambon, Kota Ambon, Maluku","sore, teluk, pemandangan, minuman",https://www.google.com/maps/place/Pantai+Wailela/data=!4m7!3m6!1s0x2d6ce9c02c9c568d:0x9e2fc0693ecd115c!8m2!3d-3.6634092!4d128.1849997!16s%2Fg%2F11t4x4m_4s!19sChIJjVacLMDpbC0RXBHNPmnAL54?authuser=0&hl=id&rclk=1,"-3.6634092, 128.1849997"
beach_0035,Pantai AKO Jikumerasa,-,42,4.3,https://lh3.ggpht.com/p/AF1QipNXYXKNrpM53BSsJXdhUdefksZsxpbuHOsmQeqr=s1024,"R2PF+J89, Jikumerasa, Kec. Namlea, Kabupaten Buru, Maluku",pantainya,https://www.google.com/maps/place/Pantai+AKO+Jikumerasa/data=!4m7!3m6!1s0x2d7216c383159143:0x312b6ceb65889f78!8m2!3d-3.1634608!4d127.0233468!16s%2Fg%2F11dyzdj0tp!19sChIJQ5EVg8MWci0ReJ-IZetsKzE?authuser=0&hl=id&rclk=1,"-3.1634607999999997, 127.0233468"
beach_0036,Pantai Moki (Moki Beach),100% aman nyaman,41,4.9,https://lh3.ggpht.com/p/AF1QipMBNAT6YstKsJXCRLV_iajgwXN0MbWbT-xhzTF0=s1024,"F6VV+VH, Liang, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku","camping, sunset, toilet",https://www.google.com/maps/place/Pantai+Moki+%28Moki+Beach%29/data=!4m7!3m6!1s0x2d6cf5995f4d4ed7:0x5b563686d7701df7!8m2!3d-3.5053125!4d128.2439375!16s%2Fg%2F11s30gpwzn!19sChIJ105NX5n1bC0R9x1w14Y2Vls?authuser=0&hl=id&rclk=1,"-3.5053125, 128.2439375"
beach_0037,Batu Dua Beach,-,39,4.2,https://lh3.ggpht.com/p/AF1QipOMASWtHlhxaKEfyOsRPphWBbJ4JzOnGBJRbrps=s1024,"Hatu, Kec. Leihitu Bar., Kabupaten Maluku Tengah, Maluku",cafe,https://www.google.com/maps/place/Batu+Dua+Beach/data=!4m7!3m6!1s0x2d6cde022bdff115:0x62abdf92c019f27!8m2!3d-3.7275909!4d128.0576112!16s%2Fg%2F11hbkj3t4j!19sChIJFfHfKwLebC0RJ58BLPm9KgY?authuser=0&hl=id&rclk=1,"-3.7275909, 128.0576112"
beach_0038,Wisata Coral Beach Liang Payer,"Wisata Coral Beach Liang Payer yang terletak di Dusun Toisapu-Desa Hutumuri- Kota Ambon, Seperti Nama nya dalam Bahasa Inggris ,Pantai ini Mempunyai Karang dan Liang yang indah tidak seperti Pantai lain yg memiliki pasir putih.Di Coral Beach Liang Payer ini kita akan melihat pantai karang dan Liang yang indah.di Coral Beach Liang Payer ini kita bisa mandi dan juga bisa menikmati Gemuruh ombak di pantai Karang ini.Destinasi Wisata Coral Beach Liang Payer ini tidak pernah Sepi oleh Pengunjung.Ada yang dari wisata lokal maupun Internasional.Saat karang ini terkena ombak,maka akan menimbulkan kesan yang berbeda.Suara dan Pemandangan yang tersaji akan Menyajikan pengalaman yang tak terlupakan.Selalu ada Rindu untuk kembali ke Tempat Wisata ini.",38,4.7,https://lh3.ggpht.com/p/AF1QipO1AbYgbzV80AzlAwvi3B0w2bw8TRdP76BxlbBs=s1024,"Jl. Dr. Wem Tehupeiory, Hutumuri, Kec. Leitimur Sel., Kota Ambon, Maluku","renang, tebing, pemandangan, katanya",https://www.google.com/maps/place/Wisata+Coral+Beach+Liang+Payer/data=!4m7!3m6!1s0x2d6ceb5df5da52e5:0xd0129a73488fb824!8m2!3d-3.6669692!4d128.2956736!16s%2Fg%2F11mvs2rpjt!19sChIJ5VLa9V3rbC0RJLiPSHOaEtA?authuser=0&hl=id&rclk=1,"-3.6669692, 128.2956736"
beach_0040,WISATA PANTAI BAIKOLET,-,37,4.6,https://lh3.ggpht.com/p/AF1QipPEWUVv0zG59QQ_qywFSwrIh-RJ76CmZOJDJ_cP=s1024,"Pulau Buru, Maluku","masya allah, perahu",https://www.google.com/maps/place/WISATA+PANTAI+BAIKOLET/data=!4m7!3m6!1s0x2d7217667ca054ff:0xd42221e762675236!8m2!3d-3.1723498!4d127.0281949!16s%2Fg%2F11hf9y1z9f!19sChIJ_1SgfGYXci0RNlJnYuchItQ?authuser=0&hl=id&rclk=1,"-3.1723497999999997, 127.02819489999999"
beach_0041,Pantai Wainuru,-,34,4.4,https://lh3.ggpht.com/p/AF1QipPGNch6d1lx4npmCKyuHbzCQL5I-bgFiSnar3kG=s1024,"F8JX+XX8, Liang, Kec. Salahutu, Kabupaten Maluku Tengah, Maluku",air,https://www.google.com/maps/place/Pantai+Wainuru/data=!4m7!3m6!1s0x2d6c8db46eecc0a7:0x4ea12321a0a6b53d!8m2!3d-3.5175951!4d128.3499633!16s%2Fg%2F11j4yy269h!19sChIJp8DsbrSNbC0RPbWmoCEjoU4?authuser=0&hl=id&rclk=1,"-3.5175951, 128.34996329999998"
